ref,location,subject,back_word_1,back_word_2,back_word_3,title
a3d6be29,305,protein,1163,3272,984,0
a3d6be29,325,protein,0,whey,protein,0
a3d6be29,349,carboidrato,975,1616,824,0
a3d6be29,399,protein,itindo,2167,3114,0
a3d6be29,441,protein,2129,915,1820,0
a3d6be29,456,protein,1957,984,1147,0
a3d6be29,468,whey,2848,1163,3272,0
a3d6be29,473,protein,1163,3272,984,0
a3d6be29,488,hidrolisad,roteína,2009,1205,0
a3d6be29,493,protein,0,whey,protein,0
a3d6be29,622,protein,1957,984,1147,0
a3d6be29,636,protein,logia,1462,984,0
a3d6be29,654,hidrolisad,roteína,2009,1205,0
a3d6be29,680,protein,porcionando,318,2460,0
a3d6be29,802,protein,logia,1462,984,0
a3d6be29,821,protein,2725,1250,3283,0
a3d6be29,841,whey,rmulação,1,2848,0
a3d6be29,846,protein,porcionando,318,2460,0
a3d6be29,905,protein,0,g,2725,0
a3d6be29,927,glutamin,984,2848,3193,0
a3d6be29,945,bcaa,984,1735,1205,0
a3d6be29,963,protein,2725,1250,3283,0
a3d6be29,983,whey,rmulação,1,2848,0
a3d6be29,990,protein,plant,2725,1250,0
a3d6be29,1017,veg,ção,2848,2009,0
a3d6be29,1047,protein,0,g,2725,0
a3d6be29,1069,glutamin,984,2848,3193,0
a3d6be29,1087,bcaa,984,1735,1205,0
a3d6be29,1132,protein,plant,2725,1250,0
a3d6be29,1159,veg,ção,2848,2009,0
a3d6be29,1164,protein,1256,3283,1924,0
a3d6be29,1202,protein,1,2692,3309,0
a3d6be29,1211,veg,3309,754,2425,0
a3d6be29,1276,protein,0,g,2484,0
a3d6be29,1299,bcaa,0,2848,3193,0
a3d6be29,1306,protein,1256,3283,1924,0
a3d6be29,1333,vitamina b12,167,984,3205,0
a3d6be29,1368,veg,2279,b,2451,0
a3d6be29,1378,veg,2451,2891,1101,0
a3d6be29,1402,protein,0,g,2484,0
a3d6be29,1425,bcaa,0,2848,3193,0
a3d6be29,1437,protein,448,1163,2805,0
a3d6be29,1459,vitamina b12,167,984,3205,0
a3d6be29,1494,veg,2279,b,2451,0
a3d6be29,1504,veg,2451,2891,1101,0
a3d6be29,1508,whey,2139,1205,2540,0
a3d6be29,1513,protein,2540,1105,whey,0
a3d6be29,1541,protein,3071,3354,374,0
a3d6be29,1542,protein,y,protein,isolate,0
a3d6be29,1602,protein,1175,2362,1205,0
a3d6be29,1606,glutamin,3585,472,g,0
a3d6be29,1634,bcaa,1735,1250,g,0
a3d6be29,1819,protein,iltração,157,823,0
a3d6be29,1828,protein,iltração,157,823,0
a3d6be29,1837,protein,0,823,2843,0
a3d6be29,1846,protein,0,823,2843,0
a3d6be29,1877,chocolate,2424,3124,2405,0
a3d6be29,1886,chocolate,2424,3124,2405,0
a3d6be29,2374,mass,697,3333,2692,0
a3d6be29,2437,mass,1519,2377,984,0
a3d6be29,2463,mass,697,3333,2692,0
a3d6be29,2526,mass,1519,2377,984,0
a3d6be29,2695,mass,339,1673,2692,0
a3d6be29,2740,mass,2350,46,1,0
a3d6be29,2839,mass,2382,1157,1023,0
a3d6be29,2877,mass,2350,46,1,0
a3d6be29,2942,protein,1175,2540,1205,0
a3d6be29,3003,mass,2382,1157,1023,0
a3d6be29,3045,protein,xercício,1435,254,0
a3d6be29,3057,whey,254,2891,1,0
a3d6be29,3083,mass,3272,1163,2069,0
a3d6be29,3211,protein,rcício,1435,254,0
a3d6be29,3223,whey,254,2891,1,0
a3d6be29,3239,whey,2848,1163,3272,0
a3d6be29,3244,protein,1163,3272,1163,0
a3d6be29,3284,mass,381,2574,1,0
a3d6be29,3461,protein,gdasaude,754,br,0
a3d6be29,3490,mass,protein,1874,support,0
a3d6be29,3517,whey,cle,mass,and,0
a3d6be29,3722,protein,0,0,doi,0
a3d6be29,3734,whey,0,0,cam,0
a3d6be29,3757,whey,984,3272,1163,0
a3d6be29,3762,protein,3272,1163,2069,0
a3d6be29,3825,lecitina,904,1030,984,0
a3d6be29,3837,soy,984,2069,1205,0
a3d6be29,3962,protein,0,1141,supplemental,0
a3d6be29,3991,mass,protein,1874,support,0
a3d6be29,4018,whey,cle,mass,and,0
a4676d66,225,carboidrato,0,2252,424,0
a4706301,1188,egg,151,772,1,0
a4706301,1196,lecitina,1705,984,2555,0
a4706301,1208,soy,2555,1205,1,0
a4706301,2313,oleo,m,1275,1250,0
a4706301,2328,beef,151,772,3715,0
a4706301,3543,protein,975,823,984,0
a4706301,4747,vitamina,3450,439,984,0
a4706301,5939,whey,3404,984,3311,0
a4706301,5989,vitamina c,protein,2548,1,0
a4838ff6,146,wafer,3669,26,2460,0
a4838ff6,385,termogenico,0,0,s,0
a4838ff6,398,termogenico,0,0,termogênicos,0
a4838ff6,1314,carboidrato,0,404,2171,0
a4838ff6,1429,enzima,ançada,3352,984,0
a4838ff6,1443,waxymaize,1719,984,906,0
a4838ff6,1515,carboidrato,cessitam,3525,255,0
a4fcf982,35,minerail,40,984,r,0
a4fcf982,76,aminoacido,0,vitafor,1,0
a4fcf982,101,leucina,2460,1175,202,0
a4fcf982,112,isoleucina,3689,1387,l,0
a4fcf982,127,valina,2077,l,2015,0
a4fcf982,148,vitamina b6,l,3584,754,0
a4fcf982,172,aminoacido,0,uplemento,147,0
a4fcf982,184,leucina,0,imentar,424,0
a4fcf982,195,isoleucina,310,1175,202,0
a4fcf982,210,valina,2077,l,2015,0
a4fcf982,231,vitamina b6,l,3584,754,0
a4fcf982,253,aminoacido,orcionando,2164,70,0
a4fcf982,279,vitamina b6,stes,202,322,0
a4fcf982,310,aminoacido,0,vitafor,1,0
a4fcf982,335,leucina,2460,1175,202,0
a4fcf982,344,mass,2123,1291,3371,0
a4fcf982,346,isoleucina,3689,1387,l,0
a4fcf982,361,valina,2077,l,2015,0
a4fcf982,382,vitamina b6,l,3584,754,0
a4fcf982,437,vitamina b6,1,448,1163,0
a4fcf982,487,aminoacido,orcionando,2164,70,0
a4fcf982,513,vitamina b6,stes,202,322,0
a4fcf982,576,mass,bolismo,1291,3371,0
a4fcf982,622,aminoacido,687,3171,1435,0
a4fcf982,646,vitamina b6,2167,335,1205,0
a4fcf982,758,aminoacido,3521,3171,1435,0
a4fcf982,799,aminoacido,1205,1812,3526,0
a4fcf982,820,protein,530,984,202,0
a4fcf982,880,aminoacido,nstrução,2350,1205,0
a4fcf982,906,aminoacido,1205,1812,3526,0
a4fcf982,927,protein,530,984,202,0
a4fcf982,958,aminoacido,2849,2891,379,0
a4fcf982,1139,aminoacido,avés,975,149,0
a4fcf982,1180,aminoacido,1387,1438,2534,0
a4fcf982,1186,aminoacido,3471,975,149,0
a4fcf982,1215,leucina,oácidos,975,530,0
a4fcf982,1224,isoleucina,1,530,2930,0
a4fcf982,1227,aminoacido,1387,1438,2534,0
a4fcf982,1236,valina,ificada,2077,2015,0
a4fcf982,1250,aminoacido,ina,2015,3584,0
a4fcf982,1262,leucina,oácidos,975,530,0
a4fcf982,1271,isoleucina,1,530,2930,0
a4fcf982,1283,valina,ificada,2077,2015,0
a4fcf982,1291,protein,s,1438,3009,0
a4fcf982,1297,aminoacido,ina,2015,3584,0
a4fcf982,1338,protein,s,1438,3009,0
a4fcf982,1402,aminoacido,1131,2138,2460,0
a4fcf982,1460,aminoacido,1131,2138,2460,0
a4fcf982,1501,aminoacido,1205,quimica,2460,0
a4fcf982,1559,aminoacido,1205,quimica,2460,0
a4fcf982,1718,leucina,0,rfr_dat,cr_pub,0
a4fcf982,1727,isoleucina,0,r_pub,pubmed,0
a4fcf982,1739,valina,pubmed,2077,2015,0
a4fcf982,1761,vitamina b6,2077,3584,716,0
a4fcf982,1773,vitamina b6,ina,716,984,0
a4fcf982,1814,magnesio,0,1205,2140,0
a518a3b9,13,protein,0,0,produtoswhey,0
a518a3b9,21,protein,0,produtoswhey,protein,0
a518a3b9,278,protein,984,3283,1679,0
a518a3b9,300,protein,1,whey,protein,0
a518a3b9,446,protein,grediente,984,157,0
a518a3b9,507,protein,0,1205,2054,0
a518a3b9,590,aminoacido,1205,3354,157,0
a518a3b9,624,bcaa,noácidos,984,530,0
a518a3b9,748,protein,2525,984,3525,0
a518a3b9,796,vitamina,1163,2069,wpi,0
a518a3b9,813,vitamina c,wpi,2297,984,0
a518a3b9,824,vitamina c,984,3662,3688,0
a518a3b9,851,vitamina b3,723,3661,c,0
a518a3b9,881,vitamina e,2409,1162,133,0
a518a3b9,892,vitamina e,1162,133,32,0
a518a3b9,920,calcio,l,3661,1205,0
a518a3b9,928,vitamina b5,ina,1205,2571,0
a518a3b9,956,vitamina b6,2460,3661,b,0
a518a3b9,968,vitamina b6,b,716,984,0
a518a3b9,982,vitamina b2,2460,984,2676,0
a518a3b9,995,vitamina b2,2363,3661,b,0
a518a3b9,1020,vitamina b1,3644,3661,b,0
a518a3b9,1029,vitamina b1,198,b,2415,0
a518a3b9,1065,vitamina,ina,b,2567,0
a518a3b9,1114,vitamina b9,n,pteroil,l,0
a518a3b9,1123,vitamina h,il,l,1737,0
a518a3b9,1148,vitamina d,ico,475,743,0
a518a3b9,1178,vitamina b12,3661,d,679,0
a518a3b9,1201,minerail,2057,3661,b,0
a518a3b9,1252,zinco,984,1552,1552,0
a518a3b9,1259,zinco,rro,1552,3300,0
a518a3b9,1392,picolinato,libdato,984,3325,0
a518a3b9,1406,cromo,1989,molibdênio,picolinato,0
a518a3b9,1413,cromo,ibdênio,picolinato,984,0
a518a3b9,1530,lecitina,225,3292,1205,0
a518a3b9,1542,soy,3162,1205,1266,0
a518a3b9,1581,protein,3568,2363,1496,0
a518a3b9,1675,protein,tantâneo,1669,1122,0
a518a3b9,1745,vitamina,126,1250,2876,0
a518a3b9,1762,vitamina c,2876,2297,984,0
a518a3b9,1773,vitamina c,984,3662,3688,0
a518a3b9,1801,vitamina b3,2460,3661,c,0
a518a3b9,1830,vitamina e,2409,1162,133,0
a518a3b9,1841,vitamina e,1162,133,32,0
a518a3b9,1870,calcio,3661,1205,2571,0
a518a3b9,1878,vitamina b5,2363,1205,2571,0
a518a3b9,1906,vitamina b6,2460,3661,b,0
a518a3b9,1918,vitamina b6,b,716,984,0
a518a3b9,1933,vitamina b2,984,2676,3661,0
a518a3b9,1946,vitamina b2,1,3661,b,0
a518a3b9,1971,vitamina b1,3644,3661,b,0
a518a3b9,1980,vitamina b1,198,b,2415,0
a518a3b9,2017,vitamina,2363,b,2567,0
a518a3b9,2065,vitamina b9,n,pteroil,l,0
a518a3b9,2074,vitamina h,il,l,1737,0
a518a3b9,2099,vitamina d,ico,475,743,0
a518a3b9,2130,vitamina b12,3661,d,679,0
a518a3b9,2153,minerail,198,3661,b,0
a518a3b9,2205,zinco,984,1552,1552,0
a518a3b9,2212,zinco,3101,1552,3300,0
a518a3b9,2347,picolinato,ibdato,984,3325,0
a518a3b9,2361,cromo,2460,molibdênio,picolinato,0
a518a3b9,2368,cromo,ibdênio,picolinato,984,0
a518a3b9,2434,carboidrato,0,292,espessantes,0
a518a3b9,2517,lecitina,225,3292,1205,0
a518a3b9,2529,soy,3162,1205,1266,0
a518a3b9,2566,protein,3568,2363,1496,0
a518a3b9,2659,protein,nstantâneo,1669,1122,0
a518a3b9,2707,vitamina,1163,2069,wpi,0
a518a3b9,2725,vitamina c,wpi,2297,984,0
a518a3b9,2736,vitamina c,1205,3662,3688,0
a518a3b9,2763,vitamina b3,723,3661,c,0
a518a3b9,2793,vitamina e,2409,1162,133,0
a518a3b9,2804,vitamina e,1162,133,32,0
a518a3b9,2832,calcio,l,3661,1205,0
a518a3b9,2840,vitamina,ina,1205,2571,0
a518a3b9,2869,vitamina b6,3661,b,716,0
a518a3b9,2881,vitamina b6,b,716,984,0
a518a3b9,2895,vitamina b2,2460,984,2676,0
a518a3b9,2908,vitamina b2,2363,3661,b,0
a518a3b9,2933,vitamina b1,3644,3661,b,0
a518a3b9,2942,vitamina b1,198,b,2415,0
a518a3b9,2978,vitamina,ina,b,2567,0
a518a3b9,3026,vitamina b9,n,pteroil,l,0
a518a3b9,3035,vitamina h,il,l,1737,0
a518a3b9,3061,vitamina d,723,475,743,0
a518a3b9,3091,vitamina b12,3661,d,679,0
a518a3b9,3114,minerail,2057,3661,b,0
a518a3b9,3166,zinco,984,1552,1552,0
a518a3b9,3173,zinco,rro,1552,3300,0
a518a3b9,3308,picolinato,libdato,984,3325,0
a518a3b9,3322,cromo,1989,molibdênio,picolinato,0
a518a3b9,3329,cromo,ibdênio,picolinato,984,0
a518a3b9,3395,carboidrato,0,292,espessantes,0
a518a3b9,3544,lecitina,3688,972,1205,0
a518a3b9,3556,soy,723,1205,1266,0
a518a3b9,3592,protein,3568,2363,1496,0
a518a3b9,4114,soy,904,1030,984,0
a51d6786,27,carnitin,1987,emagrecedores,l,0
a51d6786,147,carnitin,97,1192,2460,0
a51d6786,161,taurina,2442,2460,3267,0
a51d6786,173,cromo,l,588,3347,0
a51d6786,459,coco,0,0,1853,0
a51d6786,1221,aminoacido,cional,3311,147,0
a51d6786,1235,minerail,nto,147,984,0
a51d6786,1272,taurina,2003,1250,966,0
a51d6786,1283,carnitin,2063,1928,3347,0
a51d6786,1294,picolinato,edientes,3347,l,0
a51d6786,1308,cromo,2363,l,588,0
a51d6786,1328,magnesio,olinato,984,941,0
a51d6786,1805,taurina,0,1291,2041,0
a51d6786,1827,carnitin,0,kj,3347,0
a51d6786,1849,cromo,g,l,588,0
a51d6786,1921,aminoacido,3311,147,984,0
a51d6786,1931,carboidrato,ficativas,984,3585,0
a51d6786,1935,minerail,nto,147,984,0
a51d6786,1960,taurina,1175,1205,2281,0
a51d6786,1971,carnitin,112,1250,966,0
a51d6786,1982,picolinato,3521,3347,l,0
a51d6786,1994,fibra,rdura,3157,1743,0
a51d6786,1996,cromo,2363,l,588,0
a51d6786,2016,magnesio,olinato,984,941,0
a51d6786,2454,carboidrato,ficativas,984,3585,0
a51d6786,2517,fibra,rdura,3157,1743,0
a535f15a,16,protein,0,1987,420,0
a535f15a,22,protein,0,2207,1,0
a535f15a,75,blend,984,404,1205,0
a535f15a,93,protein,754,3525,482,0
a535f15a,114,vitamina e,984,2849,1205,0
a535f15a,126,minerail,1205,1598,984,0
a535f15a,224,mass,1190,754,3526,0
a535f15a,230,protein,754,3526,551,0
a535f15a,312,vitamina,1205,nuts,2376,0
a535f15a,382,wafer,0,0,3572,0
a535f15a,400,vitamina d,imizam,1,3048,0
a535f15a,413,complexo b,osta,1872,3662,0
a535f15a,446,imune,mplexo,b,1626,0
a535f15a,506,zinco,1661,1163,2260,0
a535f15a,523,antioxidante,2260,3687,3185,0
a535f15a,565,protein,0,2207,1,0
a535f15a,596,blend,975,nutrata,1205,0
a535f15a,604,picolinato,ausados,2621,2923,0
a535f15a,614,protein,754,3525,482,0
a535f15a,618,cromo,2923,2127,picolinato,0
a535f15a,635,vitamina e,984,2849,1205,0
a535f15a,647,minerail,1205,1598,984,0
a535f15a,651,protein,2506,377,2417,0
a535f15a,662,carboidrato,1,2417,2260,0
a535f15a,713,blend,0,ras,1928,0
a535f15a,725,mass,3525,754,3526,0
a535f15a,729,caseinato,1928,482,2845,0
a535f15a,731,protein,754,3526,551,0
a535f15a,742,calcio,s,482,2845,0
a535f15a,750,protein,2845,606,984,0
a535f15a,759,concentrad,606,984,964,0
a535f15a,781,protein,2848,818,1163,0
a535f15a,790,concentrad,818,1163,2069,0
a535f15a,805,whey,2069,2848,818,0
a535f15a,820,protein,818,1163,3272,0
a535f15a,829,iso,1163,3272,1163,0
a535f15a,840,whey,1163,2069,2848,0
a535f15a,855,protein,2009,1163,3272,0
a535f15a,878,protein,2069,2848,984,0
a535f15a,887,hidrolisad,roteína,984,134,0
a535f15a,900,colageno,1516,2848,hidrolisada,0
a535f15a,909,protein,0,2207,1,0
a535f15a,925,chocolate,3133,753,728,0
a535f15a,940,blend,975,nutrata,1205,0
a535f15a,957,oleo,hocolate,241,2069,0
a535f15a,958,protein,754,3525,482,0
a535f15a,979,vitamina e,984,2849,1205,0
a535f15a,991,minerail,1205,1598,984,0
a535f15a,1067,lecitina,225,3292,emulsificantes,0
a535f15a,1069,mass,3525,754,3526,0
a535f15a,1075,protein,754,3526,551,0
a535f15a,1079,soy,3162,emulsificantes,2066,0
a535f15a,1133,vitamina,984,1651,1205,0
a535f15a,1157,coco,tizantes,2170,3270,0
a535f15a,1189,oleo,2475,1056,polidextrose,0
a535f15a,1221,vitamina d,imizam,1,3048,0
a535f15a,1234,complexo b,osta,1872,3662,0
a535f15a,1267,imune,mplexo,b,1626,0
a535f15a,1286,lecitina,1518,3485,1266,0
a535f15a,1315,vitamina,2066,984,1721,0
a535f15a,1327,zinco,1661,1163,2260,0
a535f15a,1344,antioxidante,2260,3687,3185,0
a535f15a,1375,vitamina b6,nol,d,743,0
a535f15a,1402,vitamina b9,b,2676,hcl,0
a535f15a,1425,picolinato,ausados,2621,2923,0
a535f15a,1436,minerail,ico,b,679,0
a535f15a,1439,cromo,2923,2127,picolinato,0
a535f15a,1446,zinco,679,1205,2281,0
a535f15a,1464,zinco,1205,2281,3687,0
a535f15a,1472,protein,2506,377,2417,0
a535f15a,1483,carboidrato,1,2417,2260,0
a535f15a,1501,cromo,3185,3180,984,0
a535f15a,1508,picolinato,1989,3180,984,0
a535f15a,1511,blend,s,579,1205,0
a535f15a,1522,cromo,1205,3325,941,0
a535f15a,1527,caseinato,1205,1744,482,0
a535f15a,1540,calcio,482,2845,606,0
a535f15a,1548,protein,2845,606,984,0
a535f15a,1557,concentrad,606,984,964,0
a535f15a,1579,protein,2848,818,1163,0
a535f15a,1588,concentrad,818,1163,2069,0
a535f15a,1603,whey,2069,2848,818,0
a535f15a,1618,protein,818,1163,3272,0
a535f15a,1627,iso,1163,3272,1163,0
a535f15a,1638,whey,1163,2069,2848,0
a535f15a,1653,protein,2009,1163,3272,0
a535f15a,1657,antioxidante,2738,1205,449,0
a535f15a,1676,protein,2069,2848,984,0
a535f15a,1678,vitamina e,984,3325,234,0
a535f15a,1685,hidrolisad,roteína,984,134,0
a535f15a,1698,colageno,1516,2848,hidrolisada,0
a535f15a,1723,chocolate,3133,753,728,0
a535f15a,1747,soy,904,1030,984,0
a535f15a,1755,oleo,hocolate,241,2069,0
a535f15a,1765,peanut,2069,1205,3256,0
a535f15a,1865,lecitina,225,3292,emulsificantes,0
a535f15a,1877,soy,3162,emulsificantes,2066,0
a535f15a,1955,coco,tizantes,2170,3270,0
a535f15a,1987,oleo,2475,1056,polidextrose,0
a535f15a,2084,lecitina,1518,3485,1266,0
a535f15a,2113,vitamina,2066,984,1721,0
a535f15a,2173,vitamina b6,nol,d,743,0
a535f15a,2200,vitamina b9,b,2676,hcl,0
a535f15a,2234,minerail,ico,b,679,0
a535f15a,2244,zinco,679,1205,2281,0
a535f15a,2262,zinco,1205,2281,3687,0
a535f15a,2299,cromo,3185,3180,984,0
a535f15a,2306,picolinato,1989,3180,984,0
a535f15a,2320,cromo,1205,3325,941,0
a535f15a,2455,antioxidante,2738,1205,449,0
a535f15a,2476,vitamina e,984,3325,234,0
a535f15a,2545,soy,904,1030,984,0
a535f15a,2563,peanut,2069,1205,3256,0
a53cee99,17,mass,2232,2891,3525,0
a53cee99,36,mass,2232,2891,3525,0
a53cee99,146,carboidrato,2711,1179,1205,0
a53cee99,186,mass,3349,116,2417,0
a53cee99,297,mass,1864,143,2417,0
a53cee99,492,bcaa,0,3333,754,0
a53cee99,751,mass,2848,1205,2460,0
a53cee99,1656,blend,3526,982,2849,0
a53cee99,1675,concentrad,0,2417,482,0
a53cee99,1750,concentrad,2848,984,3272,0
a53cee99,1769,malto,3101,1163,2069,0
a54080b5,9,protein,0,0,1987,0
a54080b5,73,protein,723,2472,975,0
a54080b5,199,protein,2574,369,2460,0
a54080b5,242,mass,1100,1412,2460,0
a54080b5,293,protein,ertrofia,1105,g,0
a54080b5,365,bcaa,1349,1884,164,0
a54080b5,382,wafer,0,0,3572,0
a54080b5,396,glutamin,bcaas,1242,823,0
a54080b5,478,protein,1205,30,k,0
a54080b5,487,concentrad,1507,k,1928,0
a54080b5,614,protein,723,2472,975,0
a54080b5,740,protein,2574,369,2460,0
a54080b5,766,soy,904,1030,984,0
a54080b5,783,mass,1100,1412,2460,0
a54080b5,827,protein,rocesso,984,instantaneização,0
a54080b5,986,protein,723,2472,975,0
a54080b5,1112,protein,2574,369,2460,0
a54080b5,1155,mass,1100,1412,2460,0
a54080b5,1195,protein,cular,1205,1800,0
a54080b5,1204,concentrad,0,ipertrofia,2848,0
a54080b5,1483,soy,904,1030,984,0
a54080b5,1544,protein,rocesso,984,instantaneização,0
a5476882,1451,protein,3267,2427,915,0
a5476882,2859,minerail,0,3525,1175,0
a5476882,3131,fibra,2616,1864,2363,0
a5476882,3678,protein,0,2260,982,0
a5476882,3694,carboidrato,etabolismo,982,2849,0
a5476882,3883,vitamina s,2424,93,1,0
a5476882,4115,vitamina b6,3333,842,772,0
a5476882,4261,aminoacido,0,0,1175,0
a5476882,4309,protein,3318,307,3535,0
a5476882,4670,colageno,2793,793,1163,0
a5476882,4713,skin,0,1436,2094,0
a5476882,6196,magnesio,1,796,1438,0
a5476882,6247,triptofano,0,0,1725,0
a5476882,6271,vitamina b6,icina,3491,2231,0
a5476882,6383,vitamina b6,0,0,1,0
a5476882,6554,vitamina b12,381,2363,2232,0
a5476882,6683,triptofano,mbém,896,2363,0
a5476882,6742,vitamina b3,0,3661,b,0
a5476882,6778,skin,2891,1522,1,0
a5476882,6851,vitamina b12,0,já,1,0
a5476882,8409,antioxidante,0,velhecimento,anticancerígena,0
a5476882,9892,antioxidante,982,3284,2839,0
a5476882,11225,vitamina e,2764,772,3691,0
a5476882,14742,carboidrato,ficativas,984,3585,0
a5476882,14864,fibra,ras,3158,1744,0
a5476882,15382,magnesio,0,2169,984,0
a5476882,15401,triptofano,2169,984,2161,0
a5476882,15463,vitamina b6,0,716,984,0
a5476882,15515,mass,1,metilcobalamina,1205,0
a5476882,17783,cha,454,206,2602,0
a5476882,19191,cha,william,1,geng,0
a5476882,21639,wafer,0,0,1409,0
a5476882,21997,wafer,2548,alertá,2129,0
a5476882,22078,wafer,ionar,984,1603,0
a5476882,22268,wafer,gregados,1205,anonimizados,0
a5476882,22384,cha,1250,2978,3253,0
a5476882,22405,wafer,entários,chatbots,1442,0
a5476882,22625,wafer,712,1250,27,0
a5476882,22672,wafer,oncorda,754,2460,0
a55d6b6d,11,aminoacido,0,0,1987,0
a55d6b6d,508,wafer,0,0,3572,0
a55d6b6d,2737,multivitaminico,0,ção,multivitamin,0
a55d6b6d,2787,vitamina e,lab,904,3526,0
a55d6b6d,2799,minerail,3526,766,984,0
a55d6b6d,3075,multivitaminico,1288,2417,915,0
a55d6b6d,3187,vitamina e,0,1112,2470,0
a55d6b6d,3199,minerail,2470,3416,307,0
a55d6b6d,3362,veg,1075,2452,772,0
a55d6b6d,3477,skin,2460,2235,1,0
a55d6b6d,3483,hair,2235,1,3161,0
a55d6b6d,3492,nail,3161,975,2619,0
a55d6b6d,3595,carboidrato,1611,2525,2815,0
a55d6b6d,3608,calcio,ção,2815,580,0
a55d6b6d,3625,magnesio,580,984,964,0
a55d6b6d,3641,vitamina c,lcio,3722,984,0
a55d6b6d,3695,vitamina e,1656,1553,32,0
a55d6b6d,3715,zinco,32,984,3414,0
a55d6b6d,3737,calcio,3722,984,3687,0
a55d6b6d,3745,vitamina b2,3687,2571,984,0
a55d6b6d,3758,vitamina b6,tenato,984,964,0
a55d6b6d,3789,vitamina b1,2676,hcl,2314,0
a55d6b6d,3851,vitamina b9,2460,2567,984,0
a55d6b6d,3905,cromo,2307,984,3325,0
a55d6b6d,3965,vitamina h,984,3325,1990,0
a55d6b6d,4055,magnesio,ês,monohidratado,1406,0
a55d6b6d,4483,soy,1030,1163,2069,0
a55d6b6d,4501,soy,1205,975,3256,0
a55d6b6d,4725,concentrad,rincipal,793,1,0
a55d6b6d,4792,aminoacido,0,2363,1179,0
a55d6b6d,4825,bcaa,0,1387,1205,0
a55d6b6d,4846,concentrad,984,bcaa,2460,0
a55d6b6d,4966,carboidrato,ntrar,3284,2849,0
a55d6b6d,5090,mass,2574,116,2417,0
a55d6b6d,5172,concentrad,3355,1873,754,0
a55d6b6d,5477,mass,lab,113,2417,0
a55d6b6d,5580,aminoacido,1,2882,157,0
a55d6b6d,5761,concentrad,ntação,2815,2848,0
a55d6b6d,5982,concentrad,3363,904,2054,0
a55d6b6d,6060,chocolate,288,1843,241,0
a55d6b6d,6218,concentrad,3363,904,2054,0
a55d6b6d,6753,soy,1030,1163,2069,0
a55d6b6d,6772,peanut,1205,975,3256,0
a55d6b6d,6783,egg,3256,2691,889,0
a5990540,6,protein,0,0,tags,0
a5990540,9,protein,0,0,1987,0
a5990540,27,concentrad,tags,2848,w,0
a5990540,45,protein,2805,1230,754,0
a5990540,54,concentrad,1230,754,1,0
a5990540,132,aminoacido,r,2448,1243,0
a5990540,228,mass,2694,381,2417,0
a5990540,263,protein,1,2350,573,0
a5990540,382,wafer,0,0,3572,0
a5990540,425,protein,0,wpc,1242,0
a5990540,448,carboidrato,ntração,2843,2711,0
a5990540,463,xylitol,1179,low,carb,0
a5990540,545,protein,1205,3123,417,0
a5990540,650,protein,2805,1230,754,0
a5990540,659,concentrad,1230,754,1,0
a5990540,737,aminoacido,r,2448,1243,0
a5990540,833,mass,2694,381,2417,0
a5990540,868,protein,1,2350,573,0
a5990540,954,chocolate,ialmente,3327,2448,0
a5990540,1058,protein,2805,1230,754,0
a5990540,1067,concentrad,1230,754,1,0
a5990540,1145,aminoacido,r,2448,1243,0
a5990540,1241,mass,2694,381,2417,0
a5990540,1276,protein,1,2350,573,0
a5990540,1407,xylitol,342,1163,3272,0
a5990540,1463,protein,cional,3123,cookies,0
a5990540,1465,protein,30,k,1205,0
a5990540,1852,protein,1205,290,303,0
a5990540,2287,concentrad,0,290,303,0
a5990540,5588,wafer,0,s,74,0
a5f29324,19,aminoacido,0,g,3312,0
a5f29324,827,leucina,2427,915,1,0
a5f29324,967,leucina,0,0,201,0
a5f29324,1480,enzima,2228,975,401,0
a5f29324,1487,cha,975,401,984,0
a5f29324,1630,enzima,3171,2477,2711,0
a5f29324,1679,nac,2891,907,1804,0
a5f29324,2034,leucina,2417,1672,1,0
a5f29324,2096,leucina,0,0,975,0
a5f29324,2394,mass,1100,65,2574,0
a5f29324,4856,carboidrato,1349,3225,984,0
a5f29324,4869,protein,2027,984,547,0
a5f29324,4976,fibra,ras,3458,1744,0
a5f29324,8051,wafer,0,0,1409,0
a5f29324,8409,wafer,2548,alertá,2129,0
a5f29324,8490,wafer,ionar,984,1603,0
a5f29324,8680,wafer,gregados,1205,anonimizados,0
a5f29324,8796,cha,1250,2978,3253,0
a5f29324,8817,wafer,entários,chatbots,1442,0
a5f29324,9109,wafer,712,1250,27,0
a5f29324,9156,wafer,oncorda,754,2460,0
a60eeaf0,8,whey,0,0,455,0
a60eeaf0,27,chocolate,455,whey,418,0
a60eeaf0,41,whey,ey,418,514,0
a60eeaf0,47,protein,r,514,chocolatebest,0
a60eeaf0,68,chocolate,1391,whey,protein,0
a60eeaf0,83,whey,1874,508,double,0
a60eeaf0,101,wafer,ocolate,455,whey,0
a60eeaf0,121,whey,otal,711,cookies,0
a60eeaf0,163,whey,711,2069,528,0
a60eeaf0,169,protein,2069,528,avelabest,0
a60eeaf0,204,whey,ein,dulce,984,0
a60eeaf0,214,protein,984,leche,premiumbest,0
a60eeaf0,249,whey,ein,cheesecake,984,0
a60eeaf0,259,protein,cake,984,maracujábest,0
a60eeaf0,268,wafer,aracujábest,whey,418,0
a60eeaf0,288,whey,r,protein,cookies,0
a60eeaf0,298,protein,cookies,creambest,whey,0
a60eeaf0,332,whey,tein,1187,460,0
