ref,location,document_index,subject_encoded,product_predicted,probability_class_0,probability_class_1,subject
644c670b,21,2,4316,1,0.13127822,0.8687218,pretreino
644c670b,497,2,719,0,0.99932563,0.0006743868,betaalanina
644c670b,502,2,719,0,0.99848515,0.001514855,betaalanina
644c670b,1066,2,312,0,0.9999925,7.5111807e-06,aminoacido
644c670b,1669,2,830,0,0.99986166,0.00013833452,cafein
644c670b,1788,2,897,0,0.994136,0.005864023,carboidrato
644c670b,2094,2,897,0,0.9746993,0.025300708,carboidrato
644c670b,2365,2,897,0,0.9939743,0.006025649,carboidrato
644c670b,3006,2,999,0,0.9999276,7.239856e-05,cha
644c670b,3422,2,5723,0,0.9994899,0.0005101169,wafer
f67124aa,23,1,3396,1,0.17089045,0.82910955,mass
f67124aa,165,1,3396,1,0.25475878,0.7452412,mass
f67124aa,595,1,3396,0,0.5743301,0.42566988,mass
f67124aa,195,1,4412,0,0.89470994,0.10529004,protein
f67124aa,235,1,4412,0,0.8889795,0.11102053,protein
f67124aa,230,1,5726,0,0.9876926,0.012307416,whey
f67124aa,246,1,897,0,0.998911,0.0010889994,carboidrato
f67124aa,298,1,5724,0,0.8597048,0.14029521,waxymaize
f67124aa,311,1,3346,0,0.9998522,0.0001478014,malto
f67124aa,497,1,1438,0,0.99838823,0.0016117486,creatina
f67124aa,10,2,3396,1,0.078893185,0.9211068,mass
f67124aa,55,2,3396,1,0.26507974,0.73492026,mass
f67124aa,1318,2,3396,1,0.49536425,0.50463575,mass
f67124aa,4440,2,3396,1,0.1903944,0.8096056,mass
f67124aa,340,2,1438,1,0.09743452,0.9025655,creatina
f67124aa,349,2,1438,1,0.14153838,0.8584616,creatina
f67124aa,508,2,1438,1,0.09743452,0.9025655,creatina
f67124aa,517,2,1438,1,0.14153838,0.8584616,creatina
f67124aa,676,2,1438,1,0.09743452,0.9025655,creatina
f67124aa,685,2,1438,1,0.14153838,0.8584616,creatina
f67124aa,1220,2,1438,1,0.07879561,0.9212044,creatina
f67124aa,1680,2,1438,1,0.11807495,0.88192505,creatina
f67124aa,2114,2,1438,1,0.10945743,0.89054257,creatina
f67124aa,5133,2,1438,1,0.07687527,0.92312473,creatina
f67124aa,5162,2,1438,1,0.065651715,0.9343483,creatina
f67124aa,5254,2,1438,1,0.11202711,0.8879729,creatina
f67124aa,5310,2,1438,1,0.09447783,0.90552217,creatina
f67124aa,5456,2,1438,1,0.08604741,0.9139526,creatina
f67124aa,918,2,4412,0,0.9998933,0.00010667821,protein
f67124aa,958,2,4412,0,0.9998707,0.00012928272,protein
f67124aa,1650,2,4412,0,0.9998943,0.00010565228,protein
f67124aa,1996,2,4412,0,0.99981135,0.00018866843,protein
f67124aa,2309,2,4412,0,0.999916,8.400293e-05,protein
f67124aa,5356,2,4412,0,0.9999108,8.924017e-05,protein
f67124aa,5615,2,4412,0,0.9999466,5.342908e-05,protein
f67124aa,953,2,5726,0,0.99878865,0.0012113416,whey
f67124aa,969,2,897,0,0.9997424,0.00025763302,carboidrato
f67124aa,1636,2,897,0,0.9994818,0.0005181837,carboidrato
f67124aa,2701,2,897,0,0.9992946,0.0007053969,carboidrato
f67124aa,2948,2,897,0,0.9992946,0.0007053969,carboidrato
f67124aa,1021,2,5724,0,0.99822223,0.0017777863,waxymaize
f67124aa,2044,2,5724,0,0.9982889,0.001711093,waxymaize
f67124aa,2056,2,5724,0,0.99887675,0.0011232268,waxymaize
f67124aa,5395,2,5724,0,0.9988912,0.001108802,waxymaize
f67124aa,5407,2,5724,0,0.99946773,0.0005322752,waxymaize
f67124aa,1034,2,3346,0,0.9996932,0.00030677376,malto
f67124aa,1981,2,3346,0,0.99922323,0.0007767788,malto
f67124aa,5341,2,3346,0,0.9997866,0.0002134121,malto
f67124aa,1502,2,1033,0,0.9999869,1.3118198e-05,chocolate
f67124aa,2005,2,1257,0,0.99931204,0.0006879282,concentrad
f67124aa,5365,2,1257,0,0.9997551,0.00024493146,concentrad
f67124aa,2231,2,5071,0,0.9999875,1.2535804e-05,soy
f67124aa,5556,2,5071,0,0.9999946,5.4143234e-06,soy
f67124aa,3487,2,3131,0,0.9998955,0.000104515464,kit
f67124aa,3760,2,3131,0,0.9998955,0.000104515464,kit
f67124aa,4861,2,5664,0,0.9958521,0.0041478705,vitamina
f67124aa,4885,2,5742,0,0.9997637,0.00023627543,zinco
f67124aa,5033,2,5678,0,0.99998176,1.8216924e-05,vitamina e
f67124aa,5052,2,3522,0,0.99994725,5.2752643e-05,minerail
f67124aa,5319,2,3075,0,0.9999046,9.544076e-05,iso
f67124aa,6199,2,5723,0,0.9999979,2.0588855e-06,wafer
8d456799,115,1,312,1,0.24340141,0.7565986,aminoacido
8d456799,372,1,312,1,0.29154795,0.70845205,aminoacido
8d456799,514,1,312,1,0.44353908,0.5564609,aminoacido
8d456799,178,1,4412,0,0.98749554,0.012504447,protein
8d456799,217,1,2643,0,0.93654704,0.06345297,glutamin
8d456799,661,1,3396,0,0.993658,0.0063420157,mass
8d456799,31,2,312,0,0.84349453,0.15650545,aminoacido
8d456799,115,2,312,0,0.92559767,0.07440231,aminoacido
8d456799,832,2,312,0,0.906844,0.09315597,aminoacido
8d456799,1089,2,312,0,0.9316412,0.06835877,aminoacido
8d456799,1231,2,312,0,0.9394547,0.06054534,aminoacido
8d456799,1773,2,312,0,0.96175385,0.038246166,aminoacido
8d456799,3139,2,312,0,0.9488357,0.05116431,aminoacido
8d456799,3464,2,312,0,0.96070844,0.039291568,aminoacido
8d456799,4839,2,312,0,0.92513657,0.074863434,aminoacido
8d456799,7879,2,312,0,0.8676773,0.13232271,aminoacido
8d456799,8076,2,312,0,0.9138026,0.0861974,aminoacido
8d456799,151,2,4412,0,0.99830586,0.0016941354,protein
8d456799,895,2,4412,0,0.99886173,0.0011382462,protein
8d456799,8345,2,4412,0,0.9987407,0.0012593163,protein
8d456799,8794,2,4412,0,0.9987407,0.0012593163,protein
8d456799,9243,2,4412,0,0.9987407,0.0012593163,protein
8d456799,433,2,1438,0,0.9153681,0.0846319,creatina
8d456799,442,2,1438,0,0.9415363,0.058463685,creatina
8d456799,601,2,1438,0,0.9153681,0.0846319,creatina
8d456799,610,2,1438,0,0.9415363,0.058463685,creatina
8d456799,7089,2,1438,0,0.9323266,0.06767336,creatina
8d456799,7098,2,1438,0,0.9445808,0.055419184,creatina
8d456799,7257,2,1438,0,0.9323266,0.06767336,creatina
8d456799,7266,2,1438,0,0.9445808,0.055419184,creatina
8d456799,7425,2,1438,0,0.9323266,0.06767336,creatina
8d456799,7434,2,1438,0,0.9445808,0.055419184,creatina
8d456799,8573,2,1438,0,0.9323266,0.06767336,creatina
8d456799,8582,2,1438,0,0.9445808,0.055419184,creatina
8d456799,8659,2,1438,0,0.90929383,0.090706185,creatina
8d456799,9022,2,1438,0,0.9323266,0.06767336,creatina
8d456799,9031,2,1438,0,0.9445808,0.055419184,creatina
8d456799,9108,2,1438,0,0.90929383,0.090706185,creatina
8d456799,9521,2,1438,0,0.9323266,0.06767336,creatina
8d456799,9530,2,1438,0,0.9445808,0.055419184,creatina
8d456799,9689,2,1438,0,0.9323266,0.06767336,creatina
8d456799,9698,2,1438,0,0.9445808,0.055419184,creatina
8d456799,9857,2,1438,0,0.9323266,0.06767336,creatina
8d456799,9866,2,1438,0,0.9445808,0.055419184,creatina
8d456799,934,2,2643,0,0.9977865,0.002213479,glutamin
8d456799,2568,2,2643,0,0.9971945,0.0028054628,glutamin
8d456799,4258,2,2643,0,0.99564016,0.004359854,glutamin
8d456799,7764,2,2643,0,0.9980594,0.001940579,glutamin
8d456799,7813,2,2643,0,0.9969519,0.0030481175,glutamin
8d456799,7908,2,2643,0,0.9982658,0.0017342014,glutamin
8d456799,7938,2,2643,0,0.9986247,0.0013753453,glutamin
8d456799,1378,2,3396,0,0.9998776,0.00012244203,mass
8d456799,2559,2,3196,0,0.99998647,1.3529563e-05,leucina
8d456799,4249,2,3196,0,0.99998075,1.9236411e-05,leucina
8d456799,2593,2,3268,0,0.99999154,8.441263e-06,lisina
8d456799,4283,2,3268,0,0.9999869,1.3138643e-05,lisina
8d456799,2601,2,5548,0,0.99999356,6.4533674e-06,valina
8d456799,4291,2,5548,0,0.9999899,1.0044548e-05,valina
8d456799,2621,2,2374,0,0.9999225,7.74631e-05,fenilalanina
8d456799,4311,2,2374,0,0.9998794,0.00012056511,fenilalanina
8d456799,2635,2,3084,0,0.9999895,1.0506782e-05,isoleucina
8d456799,4325,2,3084,0,0.99998504,1.493861e-05,isoleucina
8d456799,2647,2,5398,0,0.9983895,0.00161053,treonina
8d456799,4337,2,5398,0,0.9974955,0.0025045208,treonina
8d456799,2657,2,3494,0,0.99998516,1.4813059e-05,metionina
8d456799,4347,2,3494,0,0.99997693,2.3056145e-05,metionina
8d456799,2680,2,2759,0,0.9997956,0.00020440399,histidina
8d456799,4370,2,2759,0,0.9997094,0.0002905994,histidina
8d456799,2694,2,5411,0,0.99915606,0.00084396417,triptofano
8d456799,4384,2,5411,0,0.99868697,0.0013130015,triptofano
8d456799,2924,2,5071,0,0.9999889,1.1063564e-05,soy
8d456799,4624,2,5071,0,0.99998075,1.9245126e-05,soy
8d456799,7590,2,5071,0,0.99998224,1.7760047e-05,soy
8d456799,5070,2,897,0,0.9999471,5.294233e-05,carboidrato
8d456799,5410,2,897,0,0.99995965,4.0345956e-05,carboidrato
8d456799,5904,2,3131,0,0.999999,9.88505e-07,kit
8d456799,6265,2,3131,0,0.999999,9.88505e-07,kit
8d456799,8418,2,999,0,0.99999005,9.966458e-06,cha
8d456799,8490,2,999,0,0.99999005,9.966458e-06,cha
8d456799,8867,2,999,0,0.99999005,9.966458e-06,cha
8d456799,8939,2,999,0,0.99999005,9.966458e-06,cha
8d456799,9316,2,999,0,0.99999005,9.966458e-06,cha
8d456799,9388,2,999,0,0.99999005,9.966458e-06,cha
8d456799,9971,2,5723,0,0.9999974,2.635486e-06,wafer
9e127a42,14,1,4316,1,0.09032577,0.9096742,pretreino
9e127a42,29,2,4316,1,0.0029839277,0.9970161,pretreino
9e127a42,119,2,4316,1,0.0052190423,0.99478096,pretreino
9e127a42,4577,2,4316,1,0.007557988,0.992442,pretreino
9e127a42,4832,2,4316,1,0.0043008327,0.99569917,pretreino
9e127a42,5087,2,4316,1,0.006076038,0.99392396,pretreino
9e127a42,703,2,449,0,0.9987979,0.0012020813,arginin
9e127a42,2939,2,449,0,0.9990191,0.0009809303,arginin
9e127a42,3450,2,449,0,0.99920607,0.0007939216,arginin
9e127a42,3953,2,449,0,0.99941134,0.000588666,arginin
9e127a42,795,2,830,0,0.9984719,0.0015280677,cafein
9e127a42,2972,2,830,0,0.99934465,0.0006553365,cafein
9e127a42,3483,2,830,0,0.99926674,0.0007332727,cafein
9e127a42,3986,2,830,0,0.9994563,0.0005436883,cafein
9e127a42,804,2,5186,0,0.9990992,0.0009007835,taurina
9e127a42,2963,2,5186,0,0.99949884,0.0005011375,taurina
9e127a42,3474,2,5186,0,0.99943924,0.0005607458,taurina
9e127a42,3977,2,5186,0,0.99958426,0.00041574892,taurina
9e127a42,813,2,5678,0,0.9995778,0.00042219827,vitamina e
9e127a42,825,2,719,0,0.999394,0.00060600525,betaalanina
9e127a42,830,2,719,0,0.99903107,0.0009689596,betaalanina
9e127a42,2949,2,719,0,0.9991407,0.000859343,betaalanina
9e127a42,2954,2,719,0,0.9993495,0.0006505381,betaalanina
9e127a42,3460,2,719,0,0.9989702,0.0010298191,betaalanina
9e127a42,3465,2,719,0,0.99041146,0.009588536,betaalanina
9e127a42,3963,2,719,0,0.9992364,0.00076362264,betaalanina
9e127a42,3968,2,719,0,0.9928742,0.0071257893,betaalanina
9e127a42,1011,2,312,0,0.999976,2.402839e-05,aminoacido
9e127a42,1618,2,312,0,0.9999283,7.168608e-05,aminoacido
9e127a42,2042,2,312,0,0.9999804,1.959825e-05,aminoacido
9e127a42,3032,2,5672,0,0.99984586,0.00015416641,vitamina b6
9e127a42,3543,2,5672,0,0.9998275,0.000172511,vitamina b6
9e127a42,4046,2,5672,0,0.9998303,0.00016966682,vitamina b6
9e127a42,3061,2,845,0,0.9997477,0.0002522964,calcio
9e127a42,3572,2,845,0,0.9997177,0.00028231414,calcio
9e127a42,4075,2,845,0,0.99975055,0.00024943458,calcio
9e127a42,3122,2,1458,0,0.9978379,0.0021621047,crisp
9e127a42,3633,2,1458,0,0.9975812,0.0024188005,crisp
9e127a42,4136,2,1458,0,0.99805677,0.0019432314,crisp
9e127a42,4458,2,1438,0,0.98504466,0.014955351,creatina
9e127a42,4467,2,1438,0,0.9881215,0.01187847,creatina
9e127a42,4713,2,1438,0,0.98504466,0.014955351,creatina
9e127a42,4722,2,1438,0,0.9881215,0.01187847,creatina
9e127a42,4968,2,1438,0,0.9738672,0.026132843,creatina
9e127a42,4977,2,1438,0,0.9791952,0.02080485,creatina
9e127a42,5165,2,5723,0,0.99998564,1.438005e-05,wafer
3e7d3f6b,29,0,312,0,0.88545614,0.11454386,aminoacido
3e7d3f6b,265,0,312,0,0.8071523,0.19284771,aminoacido
3e7d3f6b,734,0,312,0,0.89458007,0.10541991,aminoacido
3e7d3f6b,910,0,312,0,0.8701843,0.1298157,aminoacido
3e7d3f6b,972,0,312,0,0.9000347,0.09996528,aminoacido
3e7d3f6b,1149,0,312,0,0.8988665,0.10113352,aminoacido
3e7d3f6b,1266,0,312,0,0.8632469,0.13675311,aminoacido
3e7d3f6b,1365,0,312,0,0.80115646,0.19884355,aminoacido
3e7d3f6b,1602,0,312,0,0.90607697,0.09392302,aminoacido
3e7d3f6b,1701,0,312,0,0.7891046,0.21089542,aminoacido
3e7d3f6b,1837,0,312,0,0.7429658,0.25703415,aminoacido
3e7d3f6b,1913,0,312,0,0.9226079,0.077392116,aminoacido
3e7d3f6b,299,0,5567,0,0.99991333,8.6642714e-05,veg
3e7d3f6b,834,0,5567,0,0.9999585,4.1507425e-05,veg
3e7d3f6b,847,0,5567,0,0.9998965,0.00010347176,veg
3e7d3f6b,1331,0,5567,0,0.999863,0.0001369534,veg
3e7d3f6b,308,0,3196,0,0.9999489,5.1066054e-05,leucina
3e7d3f6b,317,0,5548,0,0.9999989,1.0914675e-06,valina
3e7d3f6b,325,0,3084,0,0.99999255,7.4617033e-06,isoleucina
3e7d3f6b,337,0,3268,0,0.9999351,6.492964e-05,lisina
3e7d3f6b,345,0,2374,0,0.99904454,0.00095546065,fenilalanina
3e7d3f6b,359,0,5398,0,0.9998894,0.00011060801,treonina
3e7d3f6b,369,0,3494,0,0.999961,3.900737e-05,metionina
3e7d3f6b,380,0,5411,0,0.99983674,0.00016327217,triptofano
3e7d3f6b,393,0,2759,0,0.9999766,2.3410355e-05,histidina
3e7d3f6b,1170,0,4412,0,0.9998769,0.00012310722,protein
3e7d3f6b,1483,0,5737,0,0.9982072,0.0017928112,xylitol
3e7d3f6b,1500,0,5737,0,0.99757624,0.002423776,xylitol
3e7d3f6b,3,1,5664,0,0.9895224,0.01047763,vitamina
3e7d3f6b,14,1,3522,0,0.999388,0.0006120353,minerail
3e7d3f6b,158,1,312,0,0.9839933,0.016006684,aminoacido
3e7d3f6b,289,1,312,0,0.9928001,0.0071998658,aminoacido
3e7d3f6b,515,1,312,0,0.9821694,0.017830618,aminoacido
3e7d3f6b,908,1,312,0,0.9905195,0.009480463,aminoacido
3e7d3f6b,1084,1,312,0,0.9861448,0.013855242,aminoacido
3e7d3f6b,1144,1,312,0,0.99105525,0.008944767,aminoacido
3e7d3f6b,1292,1,312,0,0.99401087,0.0059891376,aminoacido
3e7d3f6b,1368,1,312,0,0.9863921,0.013607913,aminoacido
3e7d3f6b,1562,1,312,0,0.9948009,0.0051990957,aminoacido
3e7d3f6b,1661,1,312,0,0.9787544,0.021245597,aminoacido
3e7d3f6b,1794,1,312,0,0.972065,0.027935015,aminoacido
3e7d3f6b,1870,1,312,0,0.991641,0.008358991,aminoacido
3e7d3f6b,180,1,5567,0,0.99995583,4.416202e-05,veg
3e7d3f6b,549,1,5567,0,0.9999655,3.449739e-05,veg
3e7d3f6b,1008,1,5567,0,0.99998796,1.2034987e-05,veg
3e7d3f6b,1021,1,5567,0,0.99997336,2.6641208e-05,veg
3e7d3f6b,189,1,3196,0,0.99283576,0.007164213,leucina
3e7d3f6b,558,1,3196,0,0.99469894,0.005301055,leucina
3e7d3f6b,2161,1,3196,0,0.9924236,0.0075764204,leucina
3e7d3f6b,198,1,5548,0,0.99993837,6.1637846e-05,valina
3e7d3f6b,567,1,5548,0,0.9999419,5.8099693e-05,valina
3e7d3f6b,2170,1,5548,0,0.99997497,2.5050373e-05,valina
3e7d3f6b,206,1,3084,0,0.9992568,0.00074321893,isoleucina
3e7d3f6b,575,1,3084,0,0.9992568,0.00074321893,isoleucina
3e7d3f6b,2178,1,3084,0,0.9989495,0.0010504759,isoleucina
3e7d3f6b,218,1,3268,0,0.9918207,0.008179279,lisina
3e7d3f6b,587,1,3268,0,0.9918207,0.008179279,lisina
3e7d3f6b,2204,1,3268,0,0.9954401,0.004559865,lisina
3e7d3f6b,226,1,2374,0,0.9166849,0.08331508,fenilalanina
3e7d3f6b,595,1,2374,0,0.92764765,0.072352365,fenilalanina
3e7d3f6b,2212,1,2374,0,0.9810352,0.0189648,fenilalanina
3e7d3f6b,240,1,5398,0,0.99759805,0.0024019547,treonina
3e7d3f6b,609,1,5398,0,0.99759805,0.0024019547,treonina
3e7d3f6b,2226,1,5398,0,0.99567217,0.004327853,treonina
3e7d3f6b,250,1,3494,0,0.9979452,0.002054806,metionina
3e7d3f6b,619,1,3494,0,0.9982361,0.0017638576,metionina
3e7d3f6b,2236,1,3494,0,0.9980748,0.0019251691,metionina
3e7d3f6b,261,1,5411,0,0.99442106,0.00557892,triptofano
3e7d3f6b,630,1,5411,0,0.99442106,0.00557892,triptofano
3e7d3f6b,274,1,2759,0,0.99556863,0.004431358,histidina
3e7d3f6b,643,1,2759,0,0.99556863,0.004431358,histidina
3e7d3f6b,2263,1,2759,0,0.98518676,0.014813238,histidina
3e7d3f6b,2265,1,2759,0,0.988752,0.0112480065,histidina
3e7d3f6b,1313,1,4412,0,0.9995855,0.00041449032,protein
3e7d3f6b,1482,1,5737,0,0.9939081,0.0060918834,xylitol
3e7d3f6b,1499,1,5737,0,0.9907203,0.009279724,xylitol
3e7d3f6b,2325,1,5737,0,0.9975822,0.0024178226,xylitol
df81afbd,29,0,312,0,0.88545614,0.11454386,aminoacido
df81afbd,265,0,312,0,0.8071523,0.19284771,aminoacido
df81afbd,734,0,312,0,0.89458007,0.10541991,aminoacido
df81afbd,910,0,312,0,0.8701843,0.1298157,aminoacido
df81afbd,972,0,312,0,0.9000347,0.09996528,aminoacido
df81afbd,1149,0,312,0,0.8988665,0.10113352,aminoacido
df81afbd,1266,0,312,0,0.8632469,0.13675311,aminoacido
df81afbd,1365,0,312,0,0.80115646,0.19884355,aminoacido
df81afbd,1602,0,312,0,0.90607697,0.09392302,aminoacido
df81afbd,1701,0,312,0,0.7891046,0.21089542,aminoacido
df81afbd,1837,0,312,0,0.7429658,0.25703415,aminoacido
df81afbd,1913,0,312,0,0.9226079,0.077392116,aminoacido
df81afbd,299,0,5567,0,0.99991333,8.6642714e-05,veg
df81afbd,834,0,5567,0,0.9999585,4.1507425e-05,veg
df81afbd,847,0,5567,0,0.9998965,0.00010347176,veg
df81afbd,1331,0,5567,0,0.999863,0.0001369534,veg
df81afbd,308,0,3196,0,0.9999489,5.1066054e-05,leucina
df81afbd,317,0,5548,0,0.9999989,1.0914675e-06,valina
df81afbd,325,0,3084,0,0.99999255,7.4617033e-06,isoleucina
df81afbd,337,0,3268,0,0.9999351,6.492964e-05,lisina
df81afbd,345,0,2374,0,0.99904454,0.00095546065,fenilalanina
df81afbd,359,0,5398,0,0.9998894,0.00011060801,treonina
df81afbd,369,0,3494,0,0.999961,3.900737e-05,metionina
df81afbd,380,0,5411,0,0.99983674,0.00016327217,triptofano
df81afbd,393,0,2759,0,0.9999766,2.3410355e-05,histidina
df81afbd,1170,0,4412,0,0.9998769,0.00012310722,protein
df81afbd,1483,0,5737,0,0.9982072,0.0017928112,xylitol
df81afbd,1500,0,5737,0,0.99757624,0.002423776,xylitol
df81afbd,129,1,312,0,0.99343544,0.0065645445,aminoacido
df81afbd,260,1,312,0,0.9966901,0.0033099065,aminoacido
df81afbd,486,1,312,0,0.9926794,0.007320571,aminoacido
df81afbd,879,1,312,0,0.99612707,0.0038729047,aminoacido
df81afbd,1055,1,312,0,0.99360734,0.006392663,aminoacido
df81afbd,1115,1,312,0,0.9963471,0.0036528963,aminoacido
df81afbd,1263,1,312,0,0.9972485,0.0027515015,aminoacido
df81afbd,1339,1,312,0,0.9937223,0.006277703,aminoacido
df81afbd,1533,1,312,0,0.99691665,0.0030833625,aminoacido
df81afbd,1632,1,312,0,0.99125946,0.008740554,aminoacido
df81afbd,1765,1,312,0,0.9870112,0.012988805,aminoacido
df81afbd,1841,1,312,0,0.9952746,0.0047254125,aminoacido
df81afbd,151,1,5567,0,0.99997306,2.692628e-05,veg
df81afbd,520,1,5567,0,0.99997896,2.1033524e-05,veg
df81afbd,979,1,5567,0,0.99999267,7.337822e-06,veg
df81afbd,992,1,5567,0,0.9999837,1.6243454e-05,veg
df81afbd,160,1,3196,0,0.994954,0.005046034,leucina
df81afbd,529,1,3196,0,0.9969348,0.0030652375,leucina
df81afbd,2099,1,3196,0,0.9961047,0.0038952779,leucina
df81afbd,169,1,5548,0,0.9999756,2.4367118e-05,valina
df81afbd,538,1,5548,0,0.99998254,1.7434955e-05,valina
df81afbd,2108,1,5548,0,0.9999933,6.674086e-06,valina
df81afbd,177,1,3084,0,0.9992841,0.0007159396,isoleucina
df81afbd,546,1,3084,0,0.99920106,0.0007989347,isoleucina
df81afbd,2116,1,3084,0,0.9988708,0.0011291993,isoleucina
df81afbd,189,1,3268,0,0.9947894,0.005210579,lisina
df81afbd,558,1,3268,0,0.9941884,0.0058115833,lisina
df81afbd,2142,1,3268,0,0.99648094,0.0035190466,lisina
df81afbd,197,1,2374,0,0.9230582,0.0769418,fenilalanina
df81afbd,566,1,2374,0,0.9230582,0.0769418,fenilalanina
df81afbd,2160,1,2374,0,0.9480342,0.0519658,fenilalanina
df81afbd,211,1,5398,0,0.99758375,0.0024162577,treonina
df81afbd,580,1,5398,0,0.99758375,0.0024162577,treonina
df81afbd,2174,1,5398,0,0.99557596,0.004424043,treonina
df81afbd,221,1,3494,0,0.99850947,0.0014905056,metionina
df81afbd,590,1,3494,0,0.99850947,0.0014905056,metionina
df81afbd,2184,1,3494,0,0.9981608,0.0018392113,metionina
df81afbd,232,1,5411,0,0.9969367,0.0030633062,triptofano
df81afbd,601,1,5411,0,0.9969367,0.0030633062,triptofano
df81afbd,2197,1,5411,0,0.9977155,0.002284537,triptofano
df81afbd,245,1,2759,0,0.9970757,0.0029243396,histidina
df81afbd,614,1,2759,0,0.9970757,0.0029243396,histidina
df81afbd,2223,1,2759,0,0.9901812,0.009818797,histidina
df81afbd,2225,1,2759,0,0.99424636,0.005753614,histidina
df81afbd,1284,1,4412,0,0.9996746,0.00032537937,protein
df81afbd,1453,1,5737,0,0.9957092,0.004290803,xylitol
df81afbd,1470,1,5737,0,0.9934577,0.0065423544,xylitol
df81afbd,2249,1,5737,0,0.99410874,0.0058912416,xylitol
df81afbd,2467,1,1492,0,0.9952671,0.0047328817,curcuma
521a2e36,29,0,312,0,0.88545614,0.11454386,aminoacido
521a2e36,265,0,312,0,0.8071523,0.19284771,aminoacido
521a2e36,734,0,312,0,0.89458007,0.10541991,aminoacido
521a2e36,910,0,312,0,0.8701843,0.1298157,aminoacido
521a2e36,972,0,312,0,0.9000347,0.09996528,aminoacido
521a2e36,1149,0,312,0,0.8988665,0.10113352,aminoacido
521a2e36,1266,0,312,0,0.8632469,0.13675311,aminoacido
521a2e36,1365,0,312,0,0.80115646,0.19884355,aminoacido
521a2e36,1602,0,312,0,0.90607697,0.09392302,aminoacido
521a2e36,1701,0,312,0,0.7891046,0.21089542,aminoacido
521a2e36,1837,0,312,0,0.7429658,0.25703415,aminoacido
521a2e36,1913,0,312,0,0.9226079,0.077392116,aminoacido
521a2e36,299,0,5567,0,0.99991333,8.6642714e-05,veg
521a2e36,834,0,5567,0,0.9999585,4.1507425e-05,veg
521a2e36,847,0,5567,0,0.9998965,0.00010347176,veg
521a2e36,1331,0,5567,0,0.999863,0.0001369534,veg
521a2e36,308,0,3196,0,0.9999489,5.1066054e-05,leucina
521a2e36,317,0,5548,0,0.9999989,1.0914675e-06,valina
521a2e36,325,0,3084,0,0.99999255,7.4617033e-06,isoleucina
521a2e36,337,0,3268,0,0.9999351,6.492964e-05,lisina
521a2e36,345,0,2374,0,0.99904454,0.00095546065,fenilalanina
521a2e36,359,0,5398,0,0.9998894,0.00011060801,treonina
521a2e36,369,0,3494,0,0.999961,3.900737e-05,metionina
521a2e36,380,0,5411,0,0.99983674,0.00016327217,triptofano
521a2e36,393,0,2759,0,0.9999766,2.3410355e-05,histidina
521a2e36,1170,0,4412,0,0.9998769,0.00012310722,protein
521a2e36,1483,0,5737,0,0.9982072,0.0017928112,xylitol
521a2e36,1500,0,5737,0,0.99757624,0.002423776,xylitol
521a2e36,177,1,312,0,0.9805009,0.019499104,aminoacido
521a2e36,308,1,312,0,0.9951995,0.0048005176,aminoacido
521a2e36,534,1,312,0,0.9875715,0.012428514,aminoacido
521a2e36,927,1,312,0,0.9934088,0.0065911957,aminoacido
521a2e36,1103,1,312,0,0.9907738,0.00922618,aminoacido
521a2e36,1163,1,312,0,0.99432456,0.0056754565,aminoacido
521a2e36,1311,1,312,0,0.99602246,0.003977554,aminoacido
521a2e36,1387,1,312,0,0.9915099,0.008490067,aminoacido
521a2e36,1581,1,312,0,0.9955764,0.004423621,aminoacido
521a2e36,1680,1,312,0,0.9844105,0.015589449,aminoacido
521a2e36,1813,1,312,0,0.9764551,0.02354493,aminoacido
521a2e36,1889,1,312,0,0.9930476,0.0069523854,aminoacido
521a2e36,199,1,5567,0,0.99994916,5.0829494e-05,veg
521a2e36,568,1,5567,0,0.9999551,4.488671e-05,veg
521a2e36,1027,1,5567,0,0.99998236,1.7672244e-05,veg
521a2e36,1040,1,5567,0,0.99995106,4.8935188e-05,veg
521a2e36,208,1,3196,0,0.9887224,0.011277606,leucina
521a2e36,577,1,3196,0,0.9900674,0.009932559,leucina
521a2e36,2147,1,3196,0,0.990102,0.009898008,leucina
521a2e36,217,1,5548,0,0.9999019,9.808715e-05,valina
521a2e36,586,1,5548,0,0.99991715,8.284624e-05,valina
521a2e36,2156,1,5548,0,0.9999586,4.143181e-05,valina
521a2e36,225,1,3084,0,0.99924695,0.0007530381,isoleucina
521a2e36,594,1,3084,0,0.99924695,0.0007530381,isoleucina
521a2e36,2164,1,3084,0,0.99856347,0.001436542,isoleucina
521a2e36,237,1,3268,0,0.99221617,0.0077838534,lisina
521a2e36,606,1,3268,0,0.99331284,0.006687141,lisina
521a2e36,2190,1,3268,0,0.9948704,0.0051295953,lisina
521a2e36,245,1,2374,0,0.891973,0.10802698,fenilalanina
521a2e36,614,1,2374,0,0.9058534,0.09414659,fenilalanina
521a2e36,2198,1,2374,0,0.96396697,0.03603301,fenilalanina
521a2e36,259,1,5398,0,0.9963905,0.0036094529,treonina
521a2e36,628,1,5398,0,0.9963905,0.0036094529,treonina
521a2e36,2212,1,5398,0,0.9935028,0.0064972267,treonina
521a2e36,269,1,3494,0,0.99671966,0.003280355,metionina
521a2e36,638,1,3494,0,0.9971836,0.0028163653,metionina
521a2e36,2222,1,3494,0,0.99692637,0.0030736367,metionina
521a2e36,280,1,5411,0,0.9916837,0.008316266,triptofano
521a2e36,649,1,5411,0,0.9916837,0.008316266,triptofano
